file_name,prompt
Banwol Shihwa Start-up Town_2020031314304970639.jpg_1920.jpg,"a group of tall buildings sitting on top of a lush green hillside, rendering of checkmate, detailed rendering, conceptual rendering, architectural rendering, detailed renderings, lumion rendering, photoralistic rendering, modern lush condo as shopfront, dramatic rendering, precise architectural rendering, artistic rendering, beautiful artist rendering, sharp hq rendering, toon rendering, beautiful rendering, cg rendering"
Banwol Shihwa Start-up Town_2020031314305011346.jpg_1920.jpg,"a tall building with a lot of windows, lumion render, lumion rendering, rendering of checkmate, detailed renderings, render corona, renderhub next2020, architectural rendering, detailed rendering, precise architectural rendering, sharp hq rendering, vue render, photoralistic rendering, sleek glass buildings, corona renderer, toon rendering"
Banwol Shihwa Start-up Town_2020031314305045622.jpg_1400.jpg,"a tall building sitting on top of a lush green field, sharp hq rendering, rendering of checkmate, lumion rendering, impossible stijl architecture, lumion render, modern lush condo as shopfront, architectural rendering, photoralistic rendering, detailed rendering, renderhub next2020, conceptual rendering, multistory building, detailed renderings"
BGF Retail Hub Distribution Center__by tabial_S7B7902_1.jpg,"a large purple building sitting on top of a parking lot, rectilinear vaporwave, coper cladding, impossible stijl architecture, colorful building, colorful striped pavillions, freddy mamani silvestre facade, colorful architectural drawing, postmodernism style, bold architecture, strong lines and bold colors, abstract facades of buildings, colorful architecture, vaporwave mall aesthetic"
BGF Retail Hub Distribution Center__by tabial_S7B7904-HDR_1.jpg,"a large purple building sitting on top of a parking lot, freddy mamani silvestre facade, coper cladding, colorful striped pavillions, rectilinear vaporwave, strong lines and bold colors, colorful building, vivide colors, colorful architectural drawing, colorful architecture, green and purple color scheme, purple green color scheme, bold colored walls, bold architecture"
BGF Retail Hub Distribution Center__by tabial_S7B7911-HDR_1.jpg,"a large purple building sitting in the middle of a field, colorful striped pavillions, colorful building, colorful architectural drawing, mirror's edge in russia, impossible stijl architecture, rectilinear vaporwave, colorful architecture, architecture digest, colorful tiled architecture, freddy mamani silvestre facade, russian constructivism, strong lines and bold colors, bold architecture"
BGF Retail Hub Distribution Center__by tabial_S7B7957-HDR_1.jpg,"a large purple building sitting in the middle of a field, data center, avetetsuya studios, datacentre, kyoani studio, in realistic data center, megatall building, research complex, studio gibli, colorful striped pavillions, extreamly detailed data center, hangar, medical research facility, freddy mamani silvestre facade, origami studio 3 design"
BGF Retail Hub Distribution Center__by tabial_S7B7977-HDR_1.jpg,"a purple building with a blue sky in the background, abstract facades of buildings, freddy mamani silvestre facade, colorful building, bright construction materials, colorful striped pavillions, artwork of a building, bold architecture, colorful architecture, strong lines and bold colors, the walls purple and pulsing, coper cladding, pantone color, datacentre, architecture photography"
BGF Retail Hub Distribution Center__by tabial_S7B8002-HDR_1.jpg,"a room filled with lots of tables and chairs, hundreds of chairs and tables, 5000k white product lighting, typical anime classroom, japanese high school, inside elementary school, photo of a classroom, school classroom, fluorescent ceiling lights, artificial warm lighting, commercial lighting, kyoto animation studio, low spacial lighting : :, cafe interior, chairs and tables"
BGF Retail Hub Distribution Center__by tabial_S7B8011-HDR_1.jpg,"a room filled with lots of tables and chairs, cafe interior, hundreds of chairs and tables, food court, rows of canteen in background, hospital interior, japanese high school, photo of a classroom, large room, inside the building, reykjavik junior college, interior architecture view, inside a futuristic army base, school classroom, kitchenette and conferenceroom, inside building"
BGF Retail Hub Distribution Center__by tabial_S7B8178_1.jpg,"the lobby is clean and empty of people, fluorescent ceiling lights, ceiling fluorescent lighting, commercial lighting, office ceiling panels, medical lighting, artificial warm lighting, optical caustic lighting, volumeric lighting, 5000k white product lighting, environmental lighting, low spacial lighting : :, defective fluorescent lighting, fluorescent lamp, led lamps, diode lighting"
BGF Retail Hub Distribution Center__by tabial_S7B8182_1.jpg,"a purple building sitting on the side of a road, coper cladding, datacentre, freddy mamani silvestre facade, multistory building, data center, megatall building, extreamly detailed data center, polygonal iron steel walls, purple future city, bold architecture, metal cladding wall, refrigerated storage facility, colorful striped pavillions, purple colour scheme"
BGF Retail Hub Distribution Center__by tabial_S7B8197-HDR_1.jpg,"a purple building with a blue sky in the background, colorful striped pavillions, impossible stijl architecture, colorful building, rectilinear vaporwave, coper cladding, colorful architecture, multistory building, red - yellow - blue building, colorful architectural drawing, freddy mamani silvestre facade, bold architecture, colorful tiled architecture, datacentre, big poor building"
BGF Retail Hub Distribution Center__by tabial_S7B8216_1.jpg,"a purple building sitting on top of a dry grass field, cyberpunk gunma prefecture, rectilinear vaporwave, purple future city, impossible stijl architecture, brutalist international futurist, tochigi prefecture, colorful architectural drawing, sharp hq rendering, architecture digest, colorful striped pavillions, gunma prefecture, colorful tiled architecture"
BGF Retail Hub Distribution Center__by tabial_S7B8250-HDR_1.jpg,"a purple building sitting on top of a dry grass covered field, coper cladding, multistory building, modern technology building, neo brutalism, cybernetic culture research unit, colorful building, upside - down building, megatall building, brutalist international futurist, colorul, futuristic building, 1 3 3 4 building, red - yellow - blue building, single building"
BGF Retail Hub Distribution Center__by tabial_S7B8253-HDR_1.jpg,"a large purple building sitting on the side of a road, rectilinear vaporwave, colorful building, coper cladding, bright construction materials, inspired by Albert Paris Gütersloh, pantone color, magenta, bold architecture, artwork of a building, high quality architectural art, cyberpunk ikea, multistory building, tall factory"
BGF Retail Hub Distribution Center__by tabial_S7B8271-HDR_1.jpg,"a purple and white building next to a parking lot, coper cladding, datacentre, colorful striped pavillions, abstract facades of buildings, rectilinear vaporwave, bold architecture, detention centre, purple colour scheme, inside a futuristic army base, colorful building, strong lines and bold colors, exterior shot, architecture photography, prison complex, exterior photography"
BGF Retail Hub Distribution Center__by tabial_S7B8299-HDR_1.jpg,"a parking lot with a purple building in the background, trading depots, car garage, cars parked, parking lot, refrigerated storage facility, rows of doors, warehouses, outside in parking lot, metal hard surfaces, parked cars, metal panels, wet reflective concrete, metallic reflective surfaces, asset store, metal cladding wall, cars parked underneath, garage, maintenance area"
